CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
63620,NX49SE 9,Loch Doon,Unidentified Flint(S) (Flint),248300,594700,EAST AYRSHIRE,AYRSHIRE,STRAITON (CUMNOCK AND DOON VALLEY),NX 483 947,http://canmore.org.uk/site/63620
63766,NX56NW 4,Loch Grannoch,Unidentified Flint(S) (Flint),254000,568400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 540 684,http://canmore.org.uk/site/63766
63767,NX56NW 5,Loch Grannoch,Unidentified Flint(S) (Flint),254100,568500,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 541 685,http://canmore.org.uk/site/63767
63777,NX57NE 2,"Moss Raploch, Clatteringshaws Loch","Hut Circle (Prehistoric), Bracelet (Glass)",255300,577650,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 5530 7765,http://canmore.org.uk/site/63777
63782,NX57NE 7,Clatteringshaws Loch,Unidentified Flint(S) (Flint),255400,577700,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 554 777,http://canmore.org.uk/site/63782
63786,NX57NW 10,Darrou,Unidentified Flint(S) (Flint),250100,579300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 501 793,http://canmore.org.uk/site/63786
63789,NX57NW 2,Clatteringshaws Loch,Occupation Site (Period Unassigned),253100,577800,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 531 778,http://canmore.org.uk/site/63789
63791,NX57NW 4,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253800,576700,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 538 767,http://canmore.org.uk/site/63791
63792,NX57NW 5,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253900,576700,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 539 767,http://canmore.org.uk/site/63792
63793,NX57NW 6,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253600,575400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 536 754,http://canmore.org.uk/site/63793
63794,NX57NW 7,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253600,575300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 536 753,http://canmore.org.uk/site/63794
63795,NX57NW 8,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253700,575400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 537 754,http://canmore.org.uk/site/63795
63796,NX57NW 9,Clatteringshaws Loch,Unidentified Flint(S) (Flint),253700,575300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,MINNIGAFF,NX 537 753,http://canmore.org.uk/site/63796
63798,NX57SW 2,Loch Grannoch,Unidentified Flint(S) (Flint),254800,571400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 548 714,http://canmore.org.uk/site/63798
63799,NX57SW 3,Loch Grannoch,Unidentified Flint(S) (Flint),254700,571300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 547 713,http://canmore.org.uk/site/63799
63800,NX57SW 4,Loch Grannoch,Unidentified Flint(S) (Flint),254600,571300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 546 713,http://canmore.org.uk/site/63800
63801,NX57SW 5,Loch Grannoch,Unidentified Flint(S) (Flint),254500,571100,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,GIRTHON,NX 545 711,http://canmore.org.uk/site/63801
64205,NX67NW 1,Dalarran Holm,Standing Stone (Prehistoric),263880,579160,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,BALMACLELLAN,NX 63880 79160,http://canmore.org.uk/site/64205
64208,NX67NW 12,Cairn Edward,Unidentified Flint(S) (Flint),263500,575100,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 635 751,http://canmore.org.uk/site/64208
64245,NX68NW 10,Kendoon,"Hearth (Period Unassigned), Blade(S), Core(S), Scraper (Tool)(S), Unidentified Flint(S) (Flint)",260500,587400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 605 874,http://canmore.org.uk/site/64245
64254,NX68NW 19,Todstone Holm,Unidentified Flint(S) (Flint),260700,585200,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 607 852,http://canmore.org.uk/site/64254
64256,NX68NW 20,Todstone Holm,Unidentified Flint(S) (Flint),260600,585300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 606 853,http://canmore.org.uk/site/64256
64257,NX68NW 21,Todstone Holm,Unidentified Flint(S) (Flint),260600,585400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 606 854,http://canmore.org.uk/site/64257
64258,NX68NW 22,Water Of Ken,Flake(S) (Flint),260300,587500,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 603 875,http://canmore.org.uk/site/64258
64259,NX68NW 23,Kendoon,Flake(S) (Flint),260500,587600,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 605 876,http://canmore.org.uk/site/64259
64304,NX68SW 25,Waterside,Flake(S) (Flint),261100,580600,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 611 806,http://canmore.org.uk/site/64304
64305,NX68SW 26,Waterside,Unidentified Flint(S) (Flint),261300,580800,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KELLS,NX 613 808,http://canmore.org.uk/site/64305
64306,NX68SW 27,Todstone Holm,Flake(S) (Flint),260600,584900,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 606 849,http://canmore.org.uk/site/64306
64342,NX69SW 15,Craig Pool,"Flake(S), Point (Chert), Scraper (Tool) (Flint)",263500,592000,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 635 920,http://canmore.org.uk/site/64342
64344,NX69SW 17,Smittons,"Enclosure (Period Unassigned), Flake(S) (Chert), Unidentified Flint(S) (Flint)",263520,591740,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 6352 9174,http://canmore.org.uk/site/64344
64345,NX69SW 18,High Bridge Of Ken,"Flake(S) (Chert), Flake(S) (Flint)",261800,590200,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 618 902,http://canmore.org.uk/site/64345
64361,NX69SW 31,High Bridge Of Ken,Flake(S) (Flint),261900,590200,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 619 902,http://canmore.org.uk/site/64361
64362,NX69SW 32,High Bridge Of Ken,Flake(S) (Flint),262100,590100,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 621 901,http://canmore.org.uk/site/64362
64363,NX69SW 33,High Bridge Of Ken,Flake(S) (Flint),262200,590200,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 622 902,http://canmore.org.uk/site/64363
64364,NX69SW 34,Culmark,Flake(S) (Flint),263800,590900,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 638 909,http://canmore.org.uk/site/64364
64365,NX69SW 35,Culmark,Flake(S) (Flint),263900,590900,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 639 909,http://canmore.org.uk/site/64365
64366,NX69SW 36,Smittons Bridge,Unidentified Flint(S) (Flint),263400,591800,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,DALRY (STEWARTRY),NX 634 918,http://canmore.org.uk/site/64366
64367,NX69SW 37,Long Knowe,Unidentified Flint(S) (Flint),263500,592100,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 635 921,http://canmore.org.uk/site/64367
64368,NX69SW 38,Black Burn,Flake(S) (Flint),263300,593300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 633 933,http://canmore.org.uk/site/64368
64369,NX69SW 39,Black Burn Bridge,Flake(S) (Flint),263500,593500,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 635 935,http://canmore.org.uk/site/64369
64371,NX69SW 40,Craigengillan,Flake(S) (Flint),263700,594700,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 637 947,http://canmore.org.uk/site/64371
64372,NX69SW 41,Craigengillan,Flake(S) (Flint),263800,594800,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,CARSPHAIRN,NX 638 948,http://canmore.org.uk/site/64372
64903,NX85SW 10,Hestan Island,Shell Midden (Period Unassigned),283810,550480,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,RERRICK,NX 8381 5048,http://canmore.org.uk/site/64903
64911,NX85SW 2,Mote Of Mark,Fort (Medieval),284504,554023,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,COLVEND AND SOUTHWICK,NX 84504 54023,http://canmore.org.uk/site/64911
64918,NX85SW 9,Rockcliffe,Blade (Flint),284940,553770,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,COLVEND AND SOUTHWICK,NX 8494 5377,http://canmore.org.uk/site/64918
64955,NX86NW 20,Cowar,Occupation Site (Period Unassigned),284600,566600,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKGUNZEON,NX 846 666,http://canmore.org.uk/site/64955
65368,NX95NE 39,Maxwellfield,"Blade(S), Core(S)",297700,556700,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKBEAN,NX 977 567,http://canmore.org.uk/site/65368
65370,NX95NE 40,Tallowquhairn,Lithic Implement(S),299700,558300,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKBEAN,NX 997 583,http://canmore.org.uk/site/65370
65371,NX95NE 41,"Arbigland, 'stony Park'","Blade(S), Core(S)",298900,557400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKBEAN,NX 989 574,http://canmore.org.uk/site/65371
65373,NX95NE 43,Powillimount,"Blade(S), Core(S)",298500,556500,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKBEAN,NX 985 565,http://canmore.org.uk/site/65373
66753,NY17SW 8,Brocklerigg,"Flint Scatter (Mesolithic), Leaf Arrowhead",314500,573300,DUMFRIES AND GALLOWAY,DUMFRIES-SHIRE,ST MUNGO,NY 145 733,http://canmore.org.uk/site/66753
67379,NY29SW 13,Twiglees,"Lithic Working Site(S) (Prehistoric), Unidentified Pottery (Medieval)",322000,594000,DUMFRIES AND GALLOWAY,DUMFRIES-SHIRE,ESKDALEMUIR,NY 22 94,http://canmore.org.uk/site/67379
67473,NY36NW 7,Gretna,Blade (Flint),331560,567130,DUMFRIES AND GALLOWAY,DUMFRIES-SHIRE,GRETNA,NY 3156 6713,http://canmore.org.uk/site/67473
68553,NX95NW 13,Mainsriddle,Lithic Implement(S),294800,556400,DUMFRIES AND GALLOWAY,KIRKCUDBRIGHTSHIRE,KIRKBEAN,NX 948 564,http://canmore.org.uk/site/68553
69491,HY31NE 21,Redland,Unidentified Flint(S) (Flint),337500,1017100,ORKNEY ISLANDS,ORKNEY,FIRTH,HY 375 171,http://canmore.org.uk/site/69491
69492,HY31SE 36,Rennibister,Unidentified Flint(S) (Flint),339800,1012300,ORKNEY ISLANDS,ORKNEY,FIRTH,HY 398 123,http://canmore.org.uk/site/69492
69493,HY40NE 26,Slap O' Valdigar,Unidentified Flint(S) (Flint),349900,1008600,ORKNEY ISLANDS,ORKNEY,ST ANDREWS AND DEERNESS,HY 499 086,http://canmore.org.uk/site/69493
69494,HY41SW 134,Wideford Hill,Unidentified Flint(S) (Flint),341000,1011000,ORKNEY ISLANDS,ORKNEY,KIRKWALL AND ST OLA,HY 41 11,http://canmore.org.uk/site/69494
69507,HY62NW 34,"Stronsay, Sands Of Odie",Unidentified Flint(S) (Flint),362800,1029600,ORKNEY ISLANDS,ORKNEY,STRONSAY,HY 628 296,http://canmore.org.uk/site/69507
69508,HY62NE 32,"Stronsay, Millfield",Unidentified Flint(S) (Flint),365800,1025000,ORKNEY ISLANDS,ORKNEY,STRONSAY,HY 658 250,http://canmore.org.uk/site/69508
69509,HY62SE 34,Stronsay,"Unidentified Flint(S) (Flint), Unidentified Pottery",360000,1020000,ORKNEY ISLANDS,ORKNEY,STRONSAY,HY 6 2,http://canmore.org.uk/site/69509
70077,NM82NW 30,"Oban, Carding Mill Bay","Human Remains (Period Unassigned), Shell Midden (Period Unassigned)",184740,729350,ARGYLL AND BUTE,ARGYLL,KILMORE AND KILBRIDE,NM 8474 2935,http://canmore.org.uk/site/70077
70296,NR39SE 98,"Colonsay, Scalasaig Hotel",Flint Scatter (Prehistoric),139400,694000,ARGYLL AND BUTE,ARGYLL,COLONSAY AND ORONSAY,NR 394 940,http://canmore.org.uk/site/70296
72693,NB13NW 17,"Lewis, Sron A' Chrip","Human Remains (Period Unassigned), Midden (Period Unassigned), Shell Midden (Mesolithic), Death Burial Or Funerary Object(S) (Quartz)",110070,936400,WESTERN ISLES,ROSS AND CROMARTY,UIG,NB 1007 3640,http://canmore.org.uk/site/72693
75258,ND24SE 11,"Camster, Long",Microlith(S),326010,944200,HIGHLAND,CAITHNESS,WICK,ND 2601 4420,http://canmore.org.uk/site/75258
75260,ND35NW 23,Ackergill Links,Unidentified Flint(S) (Flint),334000,956000,HIGHLAND,CAITHNESS,WICK,ND 34 56,http://canmore.org.uk/site/75260
75264,ND37SE 33,John O' Groats,Unidentified Flint(S) (Flint),338000,973000,HIGHLAND,CAITHNESS,CANISBAY,ND 38 73,http://canmore.org.uk/site/75264
75495,NS40SE 21,Loch Doon,"Lithic Implement(S) (Stone), Unidentified Flint (Flint)",248300,600400,EAST AYRSHIRE,AYRSHIRE,DALMELLINGTON,NS 483 004,http://canmore.org.uk/site/75495
76291,NR71NW 15,Arinascavach,"Findspot, Lithic Implement(S) (Flint)",172200,615000,ARGYLL AND BUTE,ARGYLL,CAMPBELTOWN,NR 722 150,http://canmore.org.uk/site/76291
77085,NY19SW 59,Kirkhill Farm,"Burnt Mound (Prehistoric), Flint Scatter (Prehistoric), Structure(S) (Period Unassigned)",310400,592600,DUMFRIES AND GALLOWAY,DUMFRIES-SHIRE,JOHNSTONE,NY 104 926,http://canmore.org.uk/site/77085
77835,NX97NE 148,"Dumfries, Irish Street, British Legion Building","Flake(S) (Chert), Unidentified Pottery (Medieval)",297100,575900,DUMFRIES AND GALLOWAY,DUMFRIES-SHIRE,DUMFRIES,NX 971 759,http://canmore.org.uk/site/77835
81562,NT43SE 37,The Rink,"Findspot, Flake (Flint), Worked Object (Chert)",348900,632300,"SCOTTISH BORDERS, THE",SELKIRKSHIRE,GALASHIELS,NT 489 323,http://canmore.org.uk/site/81562
81881,NM44SE 14,"Torr Daraich, Mull","Findspot, Core (Flint)",145100,740400,ARGYLL AND BUTE,ARGYLL,KILNINIAN AND KILMORE,NM 451 404,http://canmore.org.uk/site/81881
82705,NR25NW 66,"Islay, Port Mor",Field Boundary (Period Unassigned),124830,657440,ARGYLL AND BUTE,ARGYLL,KILCHOMAN,NR 2483 5744,http://canmore.org.uk/site/82705
83012,NR37SW 9,"Islay, Traigh Baile Aonghais","Cave(S) (Period Unassigned), Rig And Furrow (Medieval)",132400,672800,ARGYLL AND BUTE,ARGYLL,KILLAROW AND KILMENY,NR 324 728,http://canmore.org.uk/site/83012
83679,NJ81NW 53,Wester Fintray,"Palisaded Enclosure (Period Unassigned), Pit(S) (Period Unassigned), Rig And Furrow (Medieval), Roundhouse (Prehistoric)",380886,815770,ABERDEENSHIRE,ABERDEENSHIRE,FINTRAY,NJ 80886 15770,http://canmore.org.uk/site/83679
87194,NK02NW 29,Sands Of Forvie,Lithic Working Site (Prehistoric),401000,825100,ABERDEENSHIRE,ABERDEENSHIRE,SLAINS,NK 010 251,http://canmore.org.uk/site/87194
89300,NS47SW 79,Bishopton,Unidentified Flint(S) (Flint),243300,672500,RENFREWSHIRE,RENFREWSHIRE,ERSKINE,NS 433 725,http://canmore.org.uk/site/89300
89826,NS10SE 3,Littlehill Bridge,Flint Scatter (Prehistoric),219300,600200,SOUTH AYRSHIRE,AYRSHIRE,GIRVAN,NS 193 002,http://canmore.org.uk/site/89826
91743,HY50NW 61,Langskaill,"Barrow (Prehistoric), Lithic Scatter (Mesolithic)",350940,1005990,ORKNEY ISLANDS,ORKNEY,ST ANDREWS AND DEERNESS,HY 5094 0599,http://canmore.org.uk/site/91743
106615,NR69SE 7,"Jura, Bogh' A' Chuirn",Lithic Working Site (Prehistoric),168400,693700,ARGYLL AND BUTE,ARGYLL,JURA,NR 684 937,http://canmore.org.uk/site/106615
108867,NJ40SE 67,Braeroddach Loch,No Class (Event),348100,800200,ABERDEENSHIRE,ABERDEENSHIRE,ABOYNE AND GLENTANAR,NJ 481 002,http://canmore.org.uk/site/108867
110124,NO60NW 306,Craighead,"Pit(S) (Period Unassigned), Axehead (Stone), Bracelet",363040,709750,FIFE,FIFE,CRAIL,NO 6304 0975,http://canmore.org.uk/site/110124
110125,NO60NW 307,Craighead,"Pit(S) (Period Unassigned), Bead (Jet), Unidentified Flint(S) (Flint), Unidentified Pottery (Bronze Age)",363230,709740,FIFE,FIFE,CRAIL,NO 6323 0974,http://canmore.org.uk/site/110125
110126,NO60NW 308,Craighead,"Pit(S) (Period Unassigned), Flake(S) (Flint), Microlith(S)",363650,709510,FIFE,FIFE,CRAIL,NO 6365 0951,http://canmore.org.uk/site/110126
110853,NT08SW 109,Blackness Bay,Barbed Point (Antler),304300,680600,FALKIRK,WEST LOTHIAN,BO'NESS AND CARRIDEN,NT 043 806,http://canmore.org.uk/site/110853
117557,ND26SW 15,Caithness Area,Unidentified Flint(S) (Flint),320000,960000,HIGHLAND,CAITHNESS,WICK,ND 2 6,http://canmore.org.uk/site/117557
123593,NS90NE 12,"Daer Reservoir, Beld Knowe",Burnt Mound(S) (Prehistoric),298820,607970,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9882 0797,http://canmore.org.uk/site/123593
123594,NS90NE 13,"Sweetshaw Rig, Daer Reservoir",Cairn(S) (Period Unassigned),298310,607940,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9831 0794,http://canmore.org.uk/site/123594
138737,NT24SW 102,Edston 2,Chert Scatter (Prehistoric),321300,640100,"SCOTTISH BORDERS, THE",PEEBLES-SHIRE,PEEBLES,NT 213 401,http://canmore.org.uk/site/138737
138912,NS95SW 45,Hare Hill,"Flint Scatter (Prehistoric), Pit(S) (Period Unassigned), Turf Bank (Period Unassigned)",292290,654630,SOUTH LANARKSHIRE,LANARKSHIRE,CARNWATH,NS 9229 5463,http://canmore.org.uk/site/138912
140913,NT04NW 59,Weston Farm,"Chert Scatter (Prehistoric), Flint Scatter(S) (Prehistoric), Arrowhead(S), Axehead (Stone), Quern, Unidentified Pottery (Neolithic)",302600,646500,SOUTH LANARKSHIRE,LANARKSHIRE,CARNWATH,NT 026 465,http://canmore.org.uk/site/140913
141312,NT04NE 65,Garvald,Chert Scatter (Prehistoric),309890,648720,"SCOTTISH BORDERS, THE",PEEBLES-SHIRE,LINTON (TWEEDDALE),NT 0989 4872,http://canmore.org.uk/site/141312
141864,NS90NE 14,"Daer Reservoir, Beld Knowe",Cairn(S) (Period Unassigned),298600,607900,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 986 079,http://canmore.org.uk/site/141864
157346,NS93NW 40,Blackshouse Burn,Flint Scatter (Prehistoric),294800,639500,SOUTH LANARKSHIRE,LANARKSHIRE,COVINGTON AND THANKERTON,NS 948 395,http://canmore.org.uk/site/157346
157350,NS93NW 41,Brookfield,"Lithic Working Site (Prehistoric), Post Hole(S) (Period Unassigned), Unidentified Pottery (Bronze Age)",292600,638000,SOUTH LANARKSHIRE,LANARKSHIRE,CARMICHAEL,NS 926 380,http://canmore.org.uk/site/157350
157485,NH79SE 38,Achinchanter,Microlith (Mesolithic),279600,890200,HIGHLAND,SUTHERLAND,DORNOCH,NH 796 902,http://canmore.org.uk/site/157485
157989,NG62SE 34,"Skye, Cill Ashik",Shell Midden(S) (Period Unassigned),168710,824240,HIGHLAND,INVERNESS-SHIRE,STRATH,NG 6871 2424,http://canmore.org.uk/site/157989
158019,NG46NE 33,"Skye, An Corran","Flint Scatter(S) (Prehistoric), Midden(S) (Period Unassigned)",148770,868400,HIGHLAND,INVERNESS-SHIRE,KILMUIR,NG 4877 6840,http://canmore.org.uk/site/158019
158911,NR93SW 97,"Arran, Bridge Farm","Cultivation Remains (Prehistoric)(Possible), Lime Kiln (Post Medieval), Lithic Working Site (Mesolithic)(Possible), Flake (Pitchstone)(Prehistoric), Leaf Arrowhead (Prehistoric), Unidentified Pottery",192660,632140,NORTH AYRSHIRE,BUTESHIRE,KILMORY,NR 9266 3214,http://canmore.org.uk/site/158911
165124,NK02NW 47,Sands Of Forvie,Midden(S) (Period Unassigned),400700,825800,ABERDEENSHIRE,ABERDEENSHIRE,SLAINS,NK 007 258,http://canmore.org.uk/site/165124
179987,NO49NW 81,Cambus O' May,Flint Scatter (Prehistoric),341750,798000,ABERDEENSHIRE,ABERDEENSHIRE,"GLENMUICK, TULLICH AND GLENGAIRN",NO 4175 9800,http://canmore.org.uk/site/179987
186637,NT04NW 64,Weston Farm,Penannular Brooch,304110,647400,SOUTH LANARKSHIRE,LANARKSHIRE,DUNSYRE,NT 0411 4740,http://canmore.org.uk/site/186637
192560,NG62SE 36,Ashaig,Lithic Scatter (Prehistoric),169220,824100,HIGHLAND,INVERNESS-SHIRE,STRATH,NG 6922 2410,http://canmore.org.uk/site/192560
192575,NG62SE 37,Ashaig,Lithic Scatter (Prehistoric),168800,823900,HIGHLAND,INVERNESS-SHIRE,STRATH,NG 6880 2390,http://canmore.org.uk/site/192575
195079,NS90NE 17,Daer Reservoir,Lithic Scatter (Prehistoric),296770,606920,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9677 0692,http://canmore.org.uk/site/195079
195081,NS90NE 18,Daer Reservoir,Lithic Scatter (Prehistoric),297130,607600,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9713 0760,http://canmore.org.uk/site/195081
195084,NS90NE 19,Daer Reservoir,Lithic Scatter (Prehistoric),298550,607950,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9855 0795,http://canmore.org.uk/site/195084
195094,NS90NE 20,Daer Reservoir,Lithic Scatter (Prehistoric),297050,606700,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 9705 0670,http://canmore.org.uk/site/195094
195967,NS02SW 38,"Arran, Kildonan",Lithic Scatter (Prehistoric),203100,620800,NORTH AYRSHIRE,BUTESHIRE,KILMORY,NS 031 208,http://canmore.org.uk/site/195967
207764,NJ90SW 209,Charleston Farm,"Cottage (Period Unassigned), Culvert(S) (Period Unassigned), Drain(S) (Period Unassigned), Dyke(S) (Period Unassigned), Pottery Scatter (Neolithic), Organic Material (Wood)(Mesolithic)",393850,800270,"ABERDEEN, CITY OF",KINCARDINESHIRE,NIGG (CITY OF ABERDEEN),NJ 9385 0027,http://canmore.org.uk/site/207764
212799,NT77NW 86,"Dunbar, East Barns","Midden (Period Unassigned), Pit(S) (Period Unassigned), Post Hole(S) (Period Unassigned), Bowl (Pottery)(Neolithic), Lithic Implement(S), Unidentified Pottery (Prehistoric)",371280,676740,EAST LOTHIAN,EAST LOTHIAN,DUNBAR,NT 7128 7674,http://canmore.org.uk/site/212799
216532,NT04SE 70,Brownsbank Farm,"Lithic Scatter (Palaeolithic), Lithic Scatter (Mesolithic), Unidentified Pottery (Neolithic)",308000,643000,SOUTH LANARKSHIRE,LANARKSHIRE,BIGGAR,NT 080 430,http://canmore.org.uk/site/216532
240606,ND16SE 97,Knockdee,Lithic Scatter (Mesolithic),317000,961000,HIGHLAND,CAITHNESS,BOWER,ND 170 610,http://canmore.org.uk/site/240606
273019,NJ81NW 190,Kintore Landscape Project,No Class (Event),381000,815900,ABERDEENSHIRE,ABERDEENSHIRE,FINTRAY,NJ 810 159,http://canmore.org.uk/site/273019
274115,HU31SE 102,"Shetland, Sumburgh, West Voe",Midden (Period Unassigned),439200,1111000,SHETLAND ISLANDS,SHETLAND,DUNROSSNESS,HU 3920 1100,http://canmore.org.uk/site/274115
276031,NX06NW 95,Wig Sands,Core (Flint),203800,567900,DUMFRIES AND GALLOWAY,WIGTOWNSHIRE,KIRKCOLM,NX 038 679,http://canmore.org.uk/site/276031
276032,NO42NE 159,Tentsmuir,Core (Flint),348000,725000,FIFE,FIFE,LEUCHARS,NO 48 25,http://canmore.org.uk/site/276032
282768,HY21SE 92,Arion Farm,Flint Scatter (Neolithic),328900,1014400,ORKNEY ISLANDS,ORKNEY,SANDWICK,HY 289 144,http://canmore.org.uk/site/282768
282769,HY31NE 40,Redland Farm,Flint Scatter (Bronze Age),337600,1017400,ORKNEY ISLANDS,ORKNEY,FIRTH,HY 376 174,http://canmore.org.uk/site/282769
283369,NS91SE 58,Daer Valley,Lithic Scatter (Mesolithic),295292,610319,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 95292 10319,http://canmore.org.uk/site/283369
283370,NS91SE 59,Daer Valley,Lithic Scatter (Mesolithic),295196,610295,SOUTH LANARKSHIRE,LANARKSHIRE,CRAWFORD,NS 95196 10295,http://canmore.org.uk/site/283370
294518,NJ71NE 249,"Port Elphinstone, Mill Road, Broom Lodge","Archaeological Feature(S) (Mesolithic), Pit(S) (Period Unassigned), Sherd(S) (Bronze Age), Unidentified Flint (Bronze Age)",377824,819548,ABERDEENSHIRE,ABERDEENSHIRE,KINTORE,NJ 77824 19548,http://canmore.org.uk/site/294518
295984,NH91NE 24,Loch Garten,Flint Scatter (Mesolithic),297800,818500,HIGHLAND,INVERNESS-SHIRE,ABERNETHY AND KINCARDINE,NH 978 185,http://canmore.org.uk/site/295984
296097,NM39NW 64,"Isle Of Rum, Orval, Bealach A' Braigh Bhig",Lithic Implement (Mesolithic),134000,799000,HIGHLAND,INVERNESS-SHIRE,SMALL ISLES,NM 34 99,http://canmore.org.uk/site/296097
304908,NR36SE 68,"Islay, Storakaig","Artefact Scatter (Mesolithic), Organic Material (Bone), Organic Material",139632,662641,ARGYLL AND BUTE,ARGYLL,KILLAROW AND KILMENY,NR 39632 62641,http://canmore.org.uk/site/304908
311299,NR36SW 75,"Islay,  West Eallabus Wood",Pit (Mesolithic),133116,663237,ARGYLL AND BUTE,ARGYLL,KILLAROW AND KILMENY,NR 33116 63237,http://canmore.org.uk/site/311299
317860,NR26SW 108,"Islay, Rockside",Lithic Scatter (Prehistoric),122100,663800,ARGYLL AND BUTE,ARGYLL,KILCHOMAN,NR 221 638,http://canmore.org.uk/site/317860
