CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
320343,NJ92SE 117,Menie Links,"Microlith(S) (Mesolithic), Unidentified Flint(S)",399000,821000,ABERDEENSHIRE,ABERDEENSHIRE,BELHELVIE,NJ 99000 21000,http://canmore.org.uk/site/320343
333438,NT17NW 321,"South Queensferry, Echline Fields","Ditch(S) (Period Unassigned), Hearth(S) (Period Unassigned), Kiln (Medieval)(Possible), Occupation Site (Mesolithic), Pit(S) (Period Unassigned), Structure (Period Unassigned), Arrowhead (Flint)(Neolithic), Unidentified Pottery (Neolithic)",311422,678220,"EDINBURGH, CITY OF",WEST LOTHIAN,DALMENY,NT 11422 78220,http://canmore.org.uk/site/333438
339709,NO79NW 104,Crathes Castle Policies,"Cairn(S) (Post Medieval), Post Hole(S) (Neolithic)(Possible), Wall(S) (Period Unassigned), Sherd (Neolithic)",373599,796798,ABERDEENSHIRE,KINCARDINESHIRE,BANCHORY-TERNAN,NO 73599 96798,http://canmore.org.uk/site/339709
341328,NT85SW 74,Middlestots,"Findspot, Animal Remains (Mesolithic)",382400,651200,"SCOTTISH BORDERS, THE",BERWICKSHIRE,EDROM,NT 82400 51200,http://canmore.org.uk/site/341328
341839,NT52NW 118,Lindean Reservoir,Hunting Site (Mesolithic),350230,629120,"SCOTTISH BORDERS, THE",SELKIRKSHIRE,GALASHIELS,NT 50230 29120,http://canmore.org.uk/site/341839
341897,NT03NE 111,Oak Brae,Lithic Working Site (Mesolithic),309000,635600,"SCOTTISH BORDERS, THE",PEEBLES-SHIRE,"BROUGHTON, GLENHOLM AND KILBUCHO",NT 09000 35600,http://canmore.org.uk/site/341897
342267,NT43SE 187,River Tweed,"Findspot, Unidentified Flint (Mesolithic)",346220,632500,"SCOTTISH BORDERS, THE",SELKIRKSHIRE,CADDONFOOT,NT 46220 32500,http://canmore.org.uk/site/342267
343392,NT63NW 69,Brotherstone (3),"Findspot, Microlith (Mesolithic)",361000,637000,"SCOTTISH BORDERS, THE",BERWICKSHIRE,MERTOUN,NT 61000 37000,http://canmore.org.uk/site/343392
343393,NT53SE 271,Monksford Field,"Findspot, Microlith (Mesolithic)",358500,632700,"SCOTTISH BORDERS, THE",BERWICKSHIRE,MERTOUN,NT 58500 32700,http://canmore.org.uk/site/343393
343534,NT63SW 111,Whitrig Bog,Hunting Site (Mesolithic),361900,634800,"SCOTTISH BORDERS, THE",BERWICKSHIRE,MERTOUN,NT 61900 34800,http://canmore.org.uk/site/343534
343620,NT25SW 38,Linnfall,"Findspot, Microlith (Mesolithic)",324100,650870,"SCOTTISH BORDERS, THE",PEEBLES-SHIRE,EDDLESTON,NT 24100 50870,http://canmore.org.uk/site/343620
344106,NT42NE 375,Philiphaugh,"Findspot, Microlith (Mesolithic)",348700,628000,"SCOTTISH BORDERS, THE",SELKIRKSHIRE,SELKIRK,NT 48700 28000,http://canmore.org.uk/site/344106
347672,NX25NE 49,Tarf Water,Lithic Scatter (Mesolithic),227800,559900,DUMFRIES AND GALLOWAY,WIGTOWNSHIRE,OLD LUCE,NX 278 599,http://canmore.org.uk/site/347672
348338,NB13NW 229,Traigh Na Beirigh,Shell Midden (Mesolithic),110030,936330,WESTERN ISLES,ROSS AND CROMARTY,UIG,NB 1003 3633,http://canmore.org.uk/site/348338
348736,NR25NW 99,"Islay, Low Nerabus","Hearth(S) (Period Unassigned), Linear Feature(S) (Period Unassigned), Post Hole(S) (Period Unassigned), Stack Stand (Post Medieval)(Possible), Track (19th Century), Organic Material (Mesolithic), Polisher(S), Unidentified Flint(S)",122580,655105,ARGYLL AND BUTE,ARGYLL,KILBRANDON AND KILCHATTAN,NR 22580 55105,http://canmore.org.uk/site/348736
351302,NR46SE 13,"Jura, Ardfin","Bank (Earthwork) (18th Century), Clearance Cairn (19th Century)(Possible), Pit (Mesolithic), Trench (Possible), Lithic Implement(S) (Stone)(Prehistoric), Scraper (Tool) (Quartz)(Prehistoric), Unidentified Flint(S) (Prehistoric), Worked Object (Stone)",148376,663484,ARGYLL AND BUTE,ARGYLL,JURA,NR 48376 63484,http://canmore.org.uk/site/351302
351324,NO79NE 99,Mills Of Drum,Ditch (Period Unassigned),376293,796586,ABERDEENSHIRE,KINCARDINESHIRE,BANCHORY-TERNAN,NO 76293 96586,http://canmore.org.uk/site/351324
351742,HY21SE 110,Cumminess Wood,Plank (Mesolithic),328180,1010465,ORKNEY ISLANDS,ORKNEY,STENNESS,HY 28180 10465,http://canmore.org.uk/site/351742
352782,NX15NE 165,West Challoch,Building (Mesolithic),215964,557038,DUMFRIES AND GALLOWAY,WIGTOWNSHIRE,OLD LUCE,NX 15964 57038,http://canmore.org.uk/site/352782
353657,NT64NE 62,Rumbletonlaw Sand And Gravel Quarry,Assemblage (Mesolithic),366587,646303,"SCOTTISH BORDERS, THE",BERWICKSHIRE,GORDON,NT 66587 46303,http://canmore.org.uk/site/353657
354485,NX15NE 167,"Dunragit, South Boreland","Cremation Pit(S), Flint Scatter (Mesolithic), Ring Groove House (Prehistoric)",217800,557190,DUMFRIES AND GALLOWAY,WIGTOWNSHIRE,OLD LUCE,NX 17800 57190,http://canmore.org.uk/site/354485
354740,NM66NW 11,"Ardnamurchan, Gorteneorn","Buried Land Surface(S), Occupation Site(S) (Mesolithic)(Possible), Occupation Site(S) (Neolithic)(Possible)",162662,769229,HIGHLAND,ARGYLL,ARDNAMURCHAN,NM 62662 69229,http://canmore.org.uk/site/354740
355344,NG46NE 54,"Staffin Bay, Fo Foid Na Time","Flint Scatter (Mesolithic), Organic Material(S) (Period Unassigned), Organic Material (Bone)(Period Unassigned)",148602,868337,HIGHLAND,INVERNESS-SHIRE,KILMUIR,NG 48602 68337,http://canmore.org.uk/site/355344
355709,NO43SE 546,Ardownie,Lithic Scatter (Mesolithic),349300,734100,ANGUS,ANGUS,MONIFIETH (ANGUS),NO 4930 3410,http://canmore.org.uk/site/355709
357415,NO79NE 102,Durris,"Axehead (Stone)(Neolithic), Blade (Flint)(Mesolithic)",378798,795939,ABERDEENSHIRE,KINCARDINESHIRE,DURRIS,NO 78798 95939,http://canmore.org.uk/site/357415
358245,NH78NE 117,Dornoch Bridge Quarry,Funerary Site (Mesolithic),276260,889220,HIGHLAND,SUTHERLAND,DORNOCH,NH 7626 8922,http://canmore.org.uk/site/358245
358460,NG35NE 43,South Cuidrach,"Lithic Scatter (Mesolithic), Lithic Scatter (Palaeolithic)",138352,857729,HIGHLAND,INVERNESS-SHIRE,SNIZORT,NG 38352 57729,http://canmore.org.uk/site/358460
363268,NO79NE 103,Mesolithic Deeside,Lithic Scatter(S) (Prehistoric),375305,796092,ABERDEENSHIRE,KINCARDINESHIRE,BANCHORY-TERNAN,NO 75305 96092,http://canmore.org.uk/site/363268
